FBID	0	4	8	12	16	20	24	28	32	36	40	44
FBtr0343387	0.228343	0	0	0	0	0.0796292	0	0.0939116	0.0696034	0.0740801	0.10214	0.0830068
FBtr0343388	0.201857	0.175359	0	0	0.245176	0.0988538	0.152916	0.161603	0.171544	0.269621	0.261764	0.103732
FBtr0343389	0.0989229	0	0	0	0	0	0	0	0	0	0	0
FBtr0302950	0.310957	0.428087	0.816848	0.652055	0.4321	0.265897	0.518906	0.20106	0.541143	0.243544	0.232765	0.642849
FBtr0079134	2.00729e-05	0	1.64712e-05	2.41281e-05	0.354172	1.12165e-05	0.0412492	2.24421e-05	4.45798e-05	2.46747e-05	4.08645e-05	1.48411e-05
FBtr0345545	0.817123	1.18587	0.867453	0.827514	0.684833	0.884518	0.690294	1.33209	0.843644	0.902744	0.825924	1.02296
FBtr0079135	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332554	21.6205	19.294	16.5217	17.9877	18.2561	18.5279	20.8917	19.1051	17.016	15.2523	15.3226	18.1667
FBtr0079136	1.04512	1.60278	1.30179	1.51201	1.89869	0.711104	1.60419	1.81652	1.10219	1.54225	1.32804	1.18311
FBtr0079138	0	0.066969	0	0	0	0	0	0	0	0	0	0
FBtr0079139	2.96456	3.51509	2.6605	1.62623	3.25005	2.5899	4.08371	3.14034	2.74734	3.22119	2.19748	3.10362
FBtr0344769	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0306841	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0342609	1.85943	2.23133	1.76041	2.11071	1.54568	1.86179	1.49884	1.96659	1.95324	1.88309	1.68772	1.67843
FBtr0079143	0.279595	0.258745	0.581023	0.141299	0	0	0.433562	0.508164	0.264595	0	0.177361	0.270167
FBtr0342615	0.000500939	0.000463582	0.000484391	0.000517005	0	0	0.000516541	0.000493424	0.000498869	0	0.000586022	0.000509375
FBtr0079144	12.2362	11.7686	11.7903	13.1871	13.1949	11.3585	11.8676	11.6266	12.6919	11.8562	11.8881	10.8916
FBtr0079145	0.357468	4.93832e-05	2.31076e-05	5.69028e-06	0.332673	0.110352	0.386708	0.0655053	0.0583883	0.187798	0	1.88807e-05
FBtr0333245	0.0975747	0.478272	0.55138	0.421649	6.04961e-06	0.0992728	0.100826	0.348325	0.181276	5.52751e-06	0.291901	0.249723
FBtr0079146	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079147	102.981	95.1539	116.615	80.9197	76.4912	75.7364	121.134	92.8615	115.227	95.9771	89.4946	90.426
FBtr0079148	22.2754	31.5435	29.265	25.7002	14.0318	20.4746	19.7765	25.7463	33.5488	19.9082	24.7692	17.8741
FBtr0333228	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333229	69.8179	80.4518	67.413	65.6748	50.8096	62.1176	63.7303	76.4191	71.9042	59.0866	63.2059	65.5606
FBtr0333230	7.77753	7.5297	3.6805	8.66441	6.17354	7.0738	8.69677	5.78513	5.77405	6.79905	9.23223	3.93641
FBtr0273412	17.4515	14.0481	22.9944	15.7983	17.0928	15.2818	17.5153	19.2421	18.8219	15.6554	19.9058	18.1977
FBtr0333231	3.90118	7.12597	1.37962	3.76283	3.08814	2.1908	4.68872	4.03071	2.91657	5.21246	0.000489067	2.29443
FBtr0079150	7.29864	7.54588	8.34541	7.1605	4.62587	5.43161	6.59791	7.76592	8.09502	7.1605	6.30375	5.28992
FBtr0079151	0.0105064	0.00931975	0.0112367	0.0103485	0.502002	1.04298	0.0102308	0.00937206	0.260035	0.0103566	0.0121747	0.0101047
FBtr0079152	0.266799	0.504029	0.0846373	0.457777	2.05099e-05	0.000121567	1.04053	0.326372	4.3805e-06	0.364124	0.340212	0.525956
FBtr0079153	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079154	0.0478785	0	0	0	0	0.0495755	0	4.20482e-06	0.135981	0.242515	0	0
FBtr0345750	1.55865e-05	0	0	0	0	1.4501e-05	0	0.294584	1.24391e-05	1.36605e-05	0	0
FBtr0079155	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079156	4.83464e-05	0	0	0	0	0	0	0	0	0	0	0
FBtr0079157	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0342618	0.462698	0	0	0	0	0	0	0	0	0	0	0
FBtr0079158	1.56922	1.38618	1.85104	1.44468	1.43353	1.13232	1.54752	1.87825	1.3051	1.13159	1.1177	1.42452
FBtr0342620	0.000352431	0.000312992	0.000338112	0.00034613	0.000397739	0.000344528	0.000347559	0.000316316	0.000342304	0.000348516	0.000405154	0.0003398
FBtr0079159	0.00461687	0	0	0	0.0043012	0.0059819	0	0.00334378	0	0	0.00428123	0
FBtr0342621	0.697149	0	0	0	0.187951	0.357229	0	0.155888	0	0	1.33343	0
FBtr0342622	0	0	0	0	1.72762e-05	1.47218e-05	0	1.22186e-05	0	0	0	0
FBtr0079160	1.8437	2.48516	2.32973	1.82646	2.63639	2.1153	2.27749	1.96481	1.3701	2.1919	1.98632	2.59512
FBtr0332037	2.48899e-05	0	8.9083e-05	0.000131284	5.4133e-05	0.00129956	0	0.000386943	0.574179	0	0	0
FBtr0301234	0.0978507	0	0	0	0	0	0.136647	0	0	0	0.0815861	0
FBtr0301235	29.1232	32.5666	31.0628	41.0817	26.4597	28.0483	28.5369	32.9568	33.7394	27.3979	32.1642	29.3252
FBtr0301236	0.815913	0.525704	0.404401	0.287478	0.60239	1.49398	0.368335	0.634534	0.169265	0	0.309896	0.746911
FBtr0332038	0.740348	1.9944	1.1442	0.0681652	0.261271	0.439104	0.567007	1.13632	0.661237	0.715503	0.402186	0.624099
FBtr0332039	2.09281	2.99676	2.46596	0.889699	2.30236	2.16081	1.44391	3.64528	1.80059	1.31622	1.50279	1.6862
FBtr0079163	9.56556	9.14574	7.56933	2.76909	5.81759	5.66194	9.71635	8.99059	6.57206	5.23473	6.30373	6.08556
FBtr0079164	8.21113	10.4212	6.81624	5.09597	6.66381	12.5361	8.52431	7.86093	6.59988	5.13802	6.63381	9.79985
FBtr0079165	0.338988	0	0.665953	1.44274	0.999994	0.680849	1.95077	2.98482	0.569191	0.929098	1.70135	1.58699
FBtr0079166	70.272	67.1514	62.7329	78.8632	75.8946	81.0749	66.3009	67.1288	68.2149	75.4444	88.2134	81.6927
FBtr0079167	0	0.0319155	0	0	0	0	0	0.0312865	0.0326124	0.0348961	0.043786	0
FBtr0332555	0	0	0	0.0441758	0.0239109	0	0.0225331	0	0	0	0	0
FBtr0079168	0	0	0	9.40197e-05	0	0.000103278	0	0	0	0	0	0
FBtr0079169	0	0	0	1.1344e-06	0	1.31057e-06	0	0	0	0	0	0
FBtr0300695	0	0	0	0.000296153	0	0.000320814	0	0	0	0	0	0
FBtr0300696	0	0	0	0.0281803	0	0.0287853	0	0	0	0	0	0
FBtr0332556	0	0	0	7.562e-07	0	8.77474e-07	0	0	0	0	0	0
FBtr0343392	0.107755	0	0.0559248	0.054563	0	0	0.0556627	0.0978381	0.0509921	0.054563	0.273852	0.156198
FBtr0079171	0.000108429	0	0	0	0	0	0	0	0	7.72785e-05	0	0
FBtr0345439	0.220123	0	0	0	0	0	0	0	0	0.111439	0	0
FBtr0079172	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079173	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079174	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309286	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079175	237.871	198.751	204.076	6.0001	192.167	271.308	184.799	221.908	125.942	227.428	0	280.58
FBtr0079176	132.895	140.214	156.147	117.753	112.75	178.255	130.607	137.581	126.404	120.084	122.358	136.409
FBtr0079177	13.9774	0.427519	13.7058	29.2593	12.8453	6.52736	15.5349	12.685	20.7328	15.2501	35.9261	9.45937
FBtr0079178	0.761343	0.242597	1.62115	1.19659	0.860285	0.254261	1.69186	0.976735	1.44008	1.63306	0.672482	0.746154
FBtr0307068	488.327	520.172	468.911	651.67	403.235	554.97	447.384	454.452	550.448	392.955	695.261	447.293
FBtr0331201	6.82156	18.8643	11.4562	2.83227	6.19026	18.3439	4.30287	10.858	8.15413	8.39079	1.99703	15.4045
FBtr0079179	21.9719	22.8437	21.4848	28.4183	22.5152	24.9271	18.2044	21.4901	24.392	22.9555	22.8215	25.096
FBtr0332599	2.59442	1.95461	2.21787	2.6521	1.3795	1.88522	2.60607	1.21781	2.40546	1.79468	3.02943	2.72628
FBtr0307300	8.76791	2.48139	7.17164	8.32579	5.17717	10.8324	9.35396	9.22459	13.0757	5.9368	11.1549	5.84995
FBtr0113024	1.30376	0.399535	0	0	0	0.447181	1.03166	0	0	0.000223334	0	0
FBtr0332600	6.61263	14.1264	6.98289	14.0124	10.7458	6.79843	5.56897	7.07889	3.17555	8.34017	5.71899	10.4359
FBtr0079181	0	0	0.315171	0	0.0832184	0.157191	0.156847	0.137844	0	0.307496	0	0.146712
FBtr0079182	4.03687	2.46233	5.72186	4.16465	3.88126	5.25446	3.68914	2.98359	2.28593	5.40518	4.5585	3.49086
FBtr0343119	1.81921	3.18795	0.169292	0	2.47903	0	3.20287	2.25952	2.59141	0	0	2.20076
FBtr0079183	0.925298	1.35969	0.686612	1.36843	0.521722	1.15861	1.02451	1.31367	1.10253	0.81685	1.53844	1.47702
FBtr0079184	1.04691	0.256283	0.873078	0	0.490636	0.392929	0.469795	0.00464194	0	0.36144	0.17523	0
FBtr0343120	8.48152	6.47616	8.57382	6.88798	9.18007	6.85082	6.6778	9.30661	7.77365	8.87885	6.79882	7.87445
FBtr0079185	0	0	0.00026291	0	0.000103461	0	0	0	0	0.000133835	0	0.000651312
FBtr0079186	0.321624	0.157084	1.32804	0.246981	0.389934	0.769277	0.712793	0.499613	0.698748	0.417309	0	0
FBtr0343121	3.83137	4.47841	3.81636	5.242	4.53035	4.36764	3.99093	4.21967	4.60039	3.65602	5.88793	3.99747
FBtr0346135	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079187	15.8245	18.5775	17.7868	16.621	17.2328	14.2625	16.4111	19.0617	17.787	17.4452	15.2058	15.7148
FBtr0079188	7.34311	1.09265	4.83835	3.99272	0.00116776	0.00727711	0.0483065	6.38528	1.98291	0.00457508	10.7488	0.00725644
FBtr0343122	0.00990925	10.7851	1.04511	1.82626	9.7434	11.3683	9.38476	1.66664	5.16349	7.74645	0.00997945	11.0871
FBtr0079189	0.507518	1.43854	0	0.432984	0.849726	0	0	0	0	0.000243861	0	0
FBtr0079190	4.27199	1.42586	3.80466	1.8537	2.0171	2.80271	7.56086	2.18741	5.46559	1.8525	6.09078	4.64891
FBtr0343123	0.000475779	3.85837	0.0672949	0.000191019	2.02867	4.97947	0.295757	4.23637	0.279982	1.55299	0	3.54328
FBtr0343124	2.43691	0.000227475	2.34332	2.18061	2.50483	0.0052613	0.854359	0.718364	0.0286769	3.38741	0.367715	0.52982
FBtr0079191	0.000477333	2.35413	0.000424128	0.000495688	2.77931	0.000484445	0.000486433	0.000430629	2.39427	0.000476577	0.000590928	0.000479587
FBtr0343125	16.7775	10.4392	10.3691	12.1918	8.02402	12.5975	12.5698	13.9542	9.72057	12.3215	10.0897	12.624
FBtr0079199	0.410776	0.608226	0.170556	0.61013	0.660489	0.567086	0.311214	0.820531	0.311021	0.499201	0.347985	0.502816
FBtr0079201	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079202	0	0	0	0	0	0	0	0	0	0	0	0.0170541
FBtr0079203	0	0	0.0338436	0	0	0	0	0	0	0	0	0
FBtr0079204	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079207	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079208	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333407	0.991406	0.664373	0.248381	0.657771	1.01189	0.955687	1.13022	0.620795	0.841219	1.00402	0.738461	0.429442
FBtr0346267	0	0	0	4.50427e-05	4.96404e-05	4.31325e-05	0	0	4.12677e-05	0	5.20229e-05	4.46185e-05
FBtr0079211	4.06205	4.69666	4.21555	1.54625	3.34538	3.68318	5.70436	3.68812	4.32657	3.08793	1.94048	1.47585
FBtr0079212	7.09065	7.56423	8.03055	12.3077	5.43395	5.74937	5.48757	6.36495	5.61805	5.89323	8.61206	6.26362
FBtr0079213	3.33361	3.16607	0	2.3099	0.316729	3.54245	2.99089	1.13904	2.4077	2.9318	3.34425	2.65346
FBtr0343128	0	0.000112305	2.29075	0	2.57239	0	0	1.09095	0.00011108	0	0	1.16119
FBtr0302213	15.6796	10.3361	9.14097	10.2235	13.8929	12.6764	15.3115	10.9862	8.74129	10.9486	8.27904	8.30267
FBtr0079215	4.61951	4.53025	3.84081	4.70155	4.88801	6.25842	5.67485	4.69518	4.15459	4.88775	5.51963	6.5297
FBtr0079216	0	0	0.000471412	0.000475697	0.000558298	2.73131	0	3.58315	2.50136	0.000479974	5.03021	1.28111
FBtr0343129	52.8204	47.1766	42.9497	32.8269	45.7505	51.5544	59.4383	43.667	38.6374	42.8007	45.1158	55.9592
FBtr0079217	0	0	0	0	0	0	0.00143163	0	0	0.000983095	0	0
FBtr0079218	36.0954	34.8922	30.4335	19.5583	31.6928	38.8597	42.0538	38.4065	27.6099	35.6952	27.8156	45.531
FBtr0112945	0	0	0	0	0	0	0	0	0.308269	0	0	0
FBtr0343130	7.48276	9.56313	6.2917	7.25941	6.23826	7.47326	7.65052	5.8784	5.84458	7.37697	8.71701	7.61506
FBtr0079219	0.0161862	6.99674	0.00635059	0.0112793	0.0183635	0.00255483	0.0389453	0.013459	0.00287542	0.00344663	0.00732044	3.28552
FBtr0079220	0.71471	1.28485	0.684069	2.80467	0	1.78141	0	0	1.10846	0.60751	4.13293	1.30877
FBtr0079221	13.559	9.49387	15.6314	10.5065	14.6029	14.7363	15.7308	17.3345	16.6108	17.0755	13.3286	12.6776
FBtr0079222	1.56262	1.13173	1.19887	1.16967	1.48966	1.68829	0.491338	0.555186	1.02882	1.65131	1.38132	1.05049
FBtr0079223	1.39259	3.16832	5.2069	1.54694	4.10336	1.34198	6.57499	4.75035	3.37305	3.71472	7.07059e-05	4.5726
FBtr0345290	4.88036	2.56938	0.55298	3.38243	0.936253	4.19181	0.41599	1.28962	2.48329	2.67972	5.63919	2.09084
FBtr0079225	1.22145	0.6377	0.491839	0.844221	1.24909	1.18896	0.761825	1.07639	0.285294	1.01886	0.619874	0.647695
FBtr0079226	0.000400061	0.665323	0.6077	0.255633	0.166803	0.00286709	0.513221	0.000398395	0.667144	2.63358e-05	1.21759	0.921049
FBtr0079227	0.0327832	0.0910154	0.0680578	0.0332002	0.107821	0.101831	0.0338694	0.14883	0.0310275	0.166001	0.0416581	0.0633618
FBtr0079230	4.53452	4.09462	4.65661	0.0292576	5.92491	4.5825	5.14091	4.58317	3.99482	4.72834	4.32488	5.24584
FBtr0332603	0.000396464	0.0402008	0.00425219	2.91999	0.149223	0.0436874	0.00586349	0.000898415	0.00122063	0	0.0183969	0.130018
FBtr0079231	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079232	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307069	0	0	0.0566733	0	0	0.0292389	0.0294044	0.0354877	0.025699	0.0128291	0.0530398	0.0129975
FBtr0307070	0.0938921	0	0.0142088	0	0	0	0	0.0118615	0	0	0	0
FBtr0307071	0.0117462	0.00417047	0.00126209	0.00078925	0.00209141	0.00129282	0.000783357	0.00223609	0.000642561	0.00165821	0.000779031	0.00464675
FBtr0345336	27.6	30.3571	28.1115	30.1799	32.1986	26.0345	24.9886	28.6154	25.2051	28.8208	23.43	30.1108
FBtr0079233	7.45401	8.42355	7.54592	5.17334	6.82144	4.70823	9.69703	6.4623	7.66374	6.79456	11.3598	7.05324
FBtr0079234	0.346623	0.184208	0.121663	0.188187	0.456835	0	0.271958	0.201796	0.204781	0.24189	0.275088	0.286248
FBtr0079235	19.3249	20.2458	20.7461	11.5052	16.5522	14.0136	18.9071	19.8636	17.7532	17.9747	18.7147	15.8331
FBtr0079236	124.407	142.139	124.863	146.214	114.817	145.605	108.023	133.85	145.829	105.524	118.372	110.435
FBtr0309212	0.788677	0.566924	1.34549	1.054	1.38807	0.844433	1.18038	1.33506	1.24794	1.46664	1.53105	0.609845
FBtr0309213	0.521669	0.712785	0.995392	0	0	1.13991	0.627746	0.83187	0	0.553598	0	0.978544
FBtr0079237	0	0.00911428	0	0	0	0	0	0.00788338	0.0142344	0	0	0
FBtr0309288	0	0.114726	0	0	0	0	0	0.15405	0.014452	0	0	0
FBtr0303267	0	0.0235349	0	0	0	0	0	0.0240018	0.0143155	0	0	0
FBtr0079239	0	0	0	0	0	0	0	0	0	0	0.276641	0
FBtr0333232	0	0	0	0	0	0	0	0	0	0	2.05053e-05	0
FBtr0079241	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079242	0.0311216	0	0	0	0	0	0	0	0.0294549	0	0	0
FBtr0079243	1.31436	1.16079	0.434396	0.00156669	2.72166	0.859884	3.01747	2.32034	1.7225	0.48474	2.03153	2.1875
FBtr0340167	0	1.09341	1.06015	1.27013	0	0.885705	0	0	0.00440431	1.10923	0.885775	0
FBtr0079247	1.47072	1.45816	0.872347	2.0212	1.03657	1.5227	0.868316	0.858376	0.994169	1.3831	0.533916	1.82739
FBtr0079250	28.3265	24.8292	18.0405	16.0084	20.8277	39.4359	23.6319	21.9562	21.4413	18.3175	23.2549	35.3938
FBtr0079251	31.0089	28.0254	24.4696	25.5917	25.2389	33.7146	32.5218	23.8996	18.1614	24.9295	25.2069	31.4701
FBtr0331223	0.210666	0.323142	0.649826	0.60678	0.18192	0.406011	1.54683	0.492886	1.04672	0.202251	0	0.457173
FBtr0331224	1.31724	1.54142	2.57196	0.579306	1.75575	1.01006	0.69799	0.83664	1.51689	1.14167	1.01038	1.37844
FBtr0346719	0	0.0337326	0.0378359	0.184573	0	0.0377413	0.0753172	0	0	0.0369145	0.0463186	0.0704504
FBtr0079253	11.1333	10.4713	6.34419	10.2625	7.67199	6.11659	10.9153	11.0576	8.62316	6.00561	4.24416	5.59904
FBtr0290281	0.391369	0.318672	0.238686	0.421081	0.45588	0.121466	0.121144	0.212435	0.217375	0.118817	0.466246	0.449004
FBtr0344864	1.41954e-05	0.0739615	0.116362	5.79647e-05	1.07501e-05	0.274758	0.330722	0.345993	0.106388	0.282573	5.90173e-06	0.000150688
FBtr0079255	7.70063	5.56038	6.79679	5.76201	9.06059	11.8329	7.221	5.65587	6.01161	7.30185	8.13363	11.1151
FBtr0079256	3.66769	4.12021	3.13522	5.14447	3.46184	4.18338	3.66763	3.16986	3.99102	3.97256	4.53597	3.80972
FBtr0343151	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079259	0.589216	2.04957	0.000182679	0.000188015	0.000300843	0.000169812	0.854735	1.36183	0.708603	0	0.000305586	0.000233345
FBtr0079258	16.2419	13.4095	14.8149	13.4564	16.7547	14.3856	16.1088	15.179	14.6904	15.1195	15.9214	18.0648
FBtr0079260	2.55179	1.00169	2.42043	3.23519	2.62003	2.02288	2.22514	1.02232	2.3149	1.39988	5.44679	2.7464
FBtr0344764	2.74844	3.7868	2.3889	1.07345	2.23841	3.20398	2.85739	3.94513	2.65626	3.02761	0.00302975	1.77306
FBtr0079261	15.1533	13.631	9.89943	10.4632	10.7459	10.2587	15.6554	12.3636	14.1412	11.9656	10.8396	11.0596
FBtr0079262	7.18473	6.35725	4.24433	5.20297	4.52013	9.11545	7.42672	5.62215	3.91887	5.03484	7.31984	5.18634
FBtr0113411	5.50671	4.33098	5.64549	6.465	5.84938	2.13126	4.60578	4.87974	6.9287	4.72559	4.94509	4.45416
FBtr0079263	6.37333	5.39761	5.17212	5.71117	7.53759	9.63848	6.14553	4.45406	6.10511	6.96293	9.37483	13.0646
FBtr0079264	20.0442	13.3619	12.3424	10.4936	15.0842	20.0503	19.3044	12.8013	13.3438	12.0419	13.3828	14.938
FBtr0079265	6.65428	3.32653	5.22521	1.7657	6.09232	6.33584	4.21566	6.30697	3.22175	3.9215	3.67395	6.41584
FBtr0339785	4.39887	5.10715	4.91246	6.79762	5.47083	2.63185	6.2924	3.699	5.11337	5.56205	7.89065	3.54409
FBtr0079267	6.23563	6.86076	5.86128	7.498	7.68338	4.56763	7.03036	7.75096	7.34323	7.04849	7.55801	5.88765
FBtr0303229	3.2388	4.47208	3.84609	3.72532	2.42632	4.74638	3.76508	3.46309	3.26878	2.75213	3.5554	5.24823
FBtr0079270	3.87789	2.45408	4.89431	6.7277	5.0447	3.36896	4.65473	3.1521	2.76711	5.77232	7.55524	2.7547
FBtr0331185	2.93178	3.92549	0.000832465	0	1.73935	3.38659	1.70431	2.10374	3.05337	0.00024584	0.00058907	5.1499
FBtr0079271	4.95551	5.74318	4.35137	7.66172	5.25156	6.57132	4.1862	4.14244	7.05721	3.19051	8.87261	4.79926
FBtr0331186	5.59976	4.19225	7.15744	2.08045	6.17177	1.09826	5.97716	7.85182	2.59208	7.78704	0	4.72872
FBtr0079272	94.8349	105.007	112.172	94.7179	96.3583	37.1633	97.1369	103.292	104.496	105.866	88.9747	97.3165
FBtr0339788	4.29848	5.4191	4.58806	4.14698	4.47986	47.2548	2.51193	3.99485	4.76081	2.44735	16.1018	7.08045
FBtr0079275	0.00444602	0.00525304	0.00126911	0.000122704	0.00431469	10.0732	0.000573364	0.00173733	0.000584215	0.0101103	0.000160258	4.51853
FBtr0343152	10.0215	11.8933	15.124	9.5485	13.0668	0.031704	10.6769	11.0216	11.5032	10.2857	7.71349	4.46879
FBtr0079280	0	0.0468059	0	0	0	0	0	0	0	0	0	0
FBtr0079282	12.877	15.36	10.9429	8.16433	7.51842	7.96948	14.3589	14.474	8.90744	8.79235	6.99944	8.88352
FBtr0079283	7.64526	5.36783	3.40012	2.25464	1.93994	5.14352	6.06896	8.12135	4.87389	6.24696	3.89349	10.0232
FBtr0331225	6.76969	4.13818	5.09371	6.32324	4.98486	9.34481	6.29258	2.79963	4.0321	3.38499	7.40507	6.44523
FBtr0079284	2.07138	2.89633	2.6877	2.417	1.87604	2.62268	2.46572	2.86213	2.80226	2.91869	2.86107	2.41518
FBtr0331226	0.000248559	0.000222382	0.00023969	0.00024521	0.592268	0.00024488	0.000248878	0.000223832	0.000239331	0.000248501	0.000290478	0.000244611
FBtr0079285	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079286	0.0873232	0	0	0	0	0	0	0.0396432	0	0	0.110963	0.0843869
FBtr0079287	24.3251	14.9712	17.6736	28.7764	11.3951	28.8327	12.3458	10.9816	24.8954	9.22461	28.3232	7.7782
FBtr0343155	5.28252	13.8003	7.44646	0.00079271	15.2821	4.83373	16.215	18.7469	0.661548	16.1494	0.00178417	24.9165
FBtr0079288	34.8846	29.632	14.0422	35.5542	19.9034	14.5245	34.2621	29.466	39.0751	21.6628	59.5976	19.7591
FBtr0343157	33.2913	33.6413	44.1793	0	32.8561	19.2696	54.1055	39.1624	5.02388	41.7006	0	32.3166
FBtr0079289	0.214796	0.99389	0.445916	0.543821	0.470963	0.2224	0.443826	0.487569	0.406585	0.108764	0.68236	0.207574
FBtr0079291	27.8174	20.2234	16.2025	26.7333	21.1572	16.4579	21.7022	21.6462	21.7598	15.5225	17.3139	16.7301
FBtr0079292	5.34605	3.42712	2.56489	3.33462	1.80803	4.25904	5.09845	1.4971	3.50541	4.58217	2.61745	2.38795
FBtr0079293	170.747	172.519	177.865	202.223	159.905	132.643	148.546	134.559	150.296	130.314	173.495	132.903
FBtr0079295	18.3366	15.26	16.889	12.5093	10.1854	17.0327	18.8416	15.2787	16.2996	9.54168	15.2034	14.3909
FBtr0343864	0.00166851	0.00929568	0.00261708	1.20851	8.81415	0.0107979	0.0861795	0.0435193	0	0.00758338	0.00514207	0.0555594
FBtr0303224	0.537211	3.85118	0.213183	0	1.1752	0	2.6588	4.08947	0.0506666	8.5602	0	4.73937
FBtr0079297	12.0264	11.5047	11.6886	10.963	11.3081	8.95438	13.6813	11.7375	10.6576	12.1186	10.0164	10.6644
FBtr0290322	0.140543	0.156758	0.363161	0.143647	0.0917652	0.162921	0.145741	0.242963	0.12193	0.282965	0.453584	0.206429
FBtr0346452	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079299	3.63527	3.57075	2.9128	2.51893	3.46096	5.54689	3.98633	3.41651	2.53516	3.03563	2.43125	3.6363
FBtr0079301	0.0927982	0.316492	0.202524	0.124478	0.231172	0.347209	0.248651	0.170845	0.285108	0.109611	0.115719	0.274427
FBtr0079300	0.236863	0.480528	0.24194	0.128652	0.242733	0.296167	0.247339	0.292915	0.374737	0.304309	0.279433	0.39958
FBtr0329941	15.4607	15.3253	15.7812	17.6893	14.4659	15.1602	14.4332	14.7783	15.2274	13.6443	14.9874	13.9806
FBtr0329942	0.0375058	0.0199069	0.0228584	0.0196601	0.0509986	0.0690192	0.0392538	0.0702159	0.0171041	0	0	0.0611272
FBtr0300056	0.0510251	0.17314	0.0882733	0.0344495	0.111878	0.070442	0.105431	0.169873	0.0482924	0.137798	0.172902	0.0986189
FBtr0079303	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339237	16.0919	16.7555	18.0641	19.6059	15.4129	9.6586	14.9567	17.4227	18.6285	15.7194	12.4814	11.4015
FBtr0079304	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079305	0.099956	0.092502	0.0864617	0.0337425	0.054791	0	0	0.0453783	0.0788356	0.0168712	0.0211692	0.0160992
FBtr0079306	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0079307	1.32268	1.00806	1.04284	0.249853	1.27697	1.79084	2.10247	0.747519	0.501066	0.929141	0.833015	1.4136
FBtr0329892	90.7464	56.743	52.5853	58.9679	60.1772	59.0036	93.0465	51.9031	56.4419	43.4873	66.587	70.4696
FBtr0333346	0	0	0	0.122984	0.125447	0.234669	0.172419	0	0	0	0	0.230453
FBtr0332330	0.0641177	0.117525	0	0	0	0	0	0.0668263	0.147161	0.131457	0	0
FBtr0079308	21.5986	24.8665	29.1541	16.7525	22.1738	30.1407	24.5401	23.5938	25.6596	22.0738	22.4929	28.1497
FBtr0079309	8.44774	11.9542	10.9963	11.3467	6.85292	7.68861	8.98534	8.37797	14.3901	5.5378	10.3236	9.48646
FBtr0079310	7.01642	9.54252	11.9501	9.0387	5.86557	12.4826	4.91668	8.38989	13.9565	6.11952	11.325	6.58644
FBtr0332331	1.94608	1.90368	2.30243	2.31944	1.23395	3.66643	2.30241	0.998798	1.77562	1.15677	2.09694	1.67068
FBtr0079311	49.2956	43.4576	52.1725	32.1089	59.8568	27.6757	43.1103	51.1092	46.7885	72.1154	22.219	38.3203
FBtr0079312	3.5995	3.6839	4.77621	3.76495	5.39912	3.02801	3.61018	4.12656	3.66587	4.76558	3.15114	4.2765
FBtr0079313	0	1.37158	8.81249	0	3.54257	9.08403	0	0	3.85717	6.18524	2.32576	6.44446
FBtr0079314	0.132729	10.943	5.50178	11.4876	0.0241001	0.0480179	9.34962	11.8614	0.00595277	0.0246096	14.5914	3.18061
FBtr0114488	0	0	0	0	0	0	0	0.191741	0	0	0.0855232	0
FBtr0114489	0	0.132182	0	0.144107	0	0	0.763789	0	0	0.661754	0	0
FBtr0336751	0	0	0	0	0.190102	0	0	0.21735	0.268853	0	0	0
FBtr0079315	0.298047	0.0275821	0	0.150919	0.0980248	0	0.0307922	0.16237	0.141042	0.150919	0.0378732	0.0288025
FBtr0300327	0.339007	0.463669	0.216149	0.195676	0.488863	0.510338	0.590443	0	0.209588	0	0.23784	0.354349
FBtr0273247	62.3262	63.2355	55.4661	73.2407	57.3705	52.1791	55.6136	56.9251	65.6259	51.8705	59.9285	49.8764
FBtr0273248	30.7268	46.6185	17.234	51.6306	45.5458	71.8191	26.4946	38.8503	35.2698	42.6859	58.7742	51.9557
