FBID	0	4	8	12	16	20	24	28	32	36	40	44
FBtr0332180	3.08877	1.49928	1.54113	3.09037	1.74667	0.00140244	1.20832	0.199757	1.45711	2.01036	1.53287	0.523693
FBtr0344791	1.95781	3.82447	3.35581	1.47734	3.16986	3.91617	2.76968	4.41273	3.57846	2.49214	2.31122	3.61836
FBtr0344792	0	0.000452276	0.000176216	0	0.321967	0	1.22825	0.653576	0	0	0.0414383	0.000214864
FBtr0080704	0	0	0	0	0	0	0	0.0259238	0.0210673	0.0230699	0	0.0297597
FBtr0080705	0	1.71027	1.70321	0	0	1.19788	1.29377	0	1.86581	1.01186	0	3.372
FBtr0080706	9.28735	6.83606	5.9577	8.2757	8.72642	6.17693	6.98574	7.00656	6.76848	6.65259	7.37906	3.66134
FBtr0332473	0.0026453	0.00353146	0.00622203	0.000229036	0.00841562	0.000538342	0.000826726	2.12619	0.000287272	0.000561351	0.000713344	0.00115821
FBtr0332474	0	0	0	0	0	0	0	0.000823171	0.000263849	0	0	0.000517129
FBtr0080707	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0336859	12.0733	12.124	12.4044	11.8562	13.1777	12.0693	14.5772	11.2335	12.982	10.7257	16.2292	11.2372
FBtr0336860	0.840861	0.783266	0.908737	1.17399	1.16582	1.6855	0.850164	1.69189	1.16225	1.28457	1.0761	1.95499
FBtr0080714	0.0338141	0.0309756	0	0	0.156798	0	0.0338559	0	0.0524667	0.0286529	0.037915	2.17974e-06
FBtr0080715	0.0001545	0.000141531	0	0	3.96478e-06	0	0.000154691	0	0.000120848	0.000137035	0.000158117	0.106457
FBtr0343105	6.30263	3.11705	2.65988	6.67119	4.09229	4.68918	4.27929	1.27644	2.405	5.08518	11.7843	3.72836
FBtr0305559	12.2152	7.56334	6.61305	3.66939	10.7884	13.2093	15.9633	10.0173	7.71231	5.30012	5.97423	16.0542
FBtr0080718	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080719	0.0544751	0.0482649	0.153017	0.039324	0.134971	0.0476427	0.142102	0.194452	0.134816	0.0378919	0.0458832	0
FBtr0080720	2.10322	1.24965	1.63856	1.2865	1.21376	1.4205	2.33724	2.12151	1.07475	0.600078	1.20252	0.687468
FBtr0080721	85.8917	71.0408	76.2605	89.721	80.5181	100.609	102.177	78.4628	89.9537	85.6327	135.337	102.033
FBtr0080722	8.8928	7.39261	7.70263	6.83871	7.65405	7.14686	7.66533	9.12204	8.07372	6.32457	3.33517	7.02171
FBtr0332475	2.09276	1.91349	1.76163	1.10589	1.83279	2.88235	2.60778	1.7168	0.710701	1.59985	3.12082	1.62239
FBtr0080723	3.52795	0.00454291	3.25473	5.95411	1.22797	5.00717	6.68645	0.000617064	2.02142	5.04561	3.93584	0.0232759
FBtr0080724	0.446024	3.03317	1.47533	4.1406	3.97209	4.32761	3.16637	2.91299	4.36175	3.21081	4.77403	4.45282
FBtr0343686	3.98829	6.91002	6.61229	0.00275039	4.41104	0.254199	0.0719165	7.81829	4.20217	2.46901	0.000745316	6.62892
FBtr0343687	4.72389	3.90634	1.98103	2.55959	2.08066	3.24958	1.25664	2.49798	2.63576	1.76658	3.04315	2.31508
FBtr0080725	14.2781	14.3675	12.5882	12.95	14.0069	15.5809	15.1453	13.3907	14.2406	14.6491	13.2318	14.842
FBtr0343688	0.652582	0.256209	0.371785	0.43453	0.430192	0.399455	0.746641	0.355204	0.577169	0.474047	0.522385	0.305809
FBtr0080729	0.123471	0.16966	0.0492451	0	0	0.0661335	0	0.117594	0.191128	0	0.138388	0
FBtr0080731	0.112933	0	0	0	0	0	0	0	0	0	0	0
FBtr0332374	2.98686e-06	0	0	0	0	0	0	0	0	0	0	0
FBtr0080733	0	0	0	0	0	0	0.0385236	0	0	0	0	0
FBtr0080734	0.504714	0.716638	0.54351	0.658769	0.74538	0.594736	0.303203	0.648932	0.878937	0.598881	0.537406	0.441454
FBtr0080735	0	0	0	0.0279179	0	0	0	0	0	0	0	0
FBtr0346583	0	0	0	0.000204673	0	0	0	0	0	0	0	0
FBtr0080739	0	0	0	0	0	0	0	0	0.0827618	0.0302097	0	0
FBtr0080740	0	0	0.0412759	0	0	0	0.0259045	0	0	0	0	0.0565743
FBtr0080743	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300021	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300846	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300847	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305661	0.0418983	0	0	0	0	0	0	0	0	0	0.0939204	0
FBtr0080752	0.331285	0.436532	0.50715	0.433414	0.400098	0.279683	0.18384	0.49073	0.334904	0.219907	0.112554	0.0869558
FBtr0300848	4.34638	4.27398	4.79181	4.41408	5.21296	5.38605	4.94281	4.37618	4.63285	4.61759	6.04967	4.96859
FBtr0080753	0	0	0	0	0	0.0864443	0	0	0	0	0	0
FBtr0080754	0.170886	0	0.204468	0	0	0	0	0	0	0	0.0957654	0
FBtr0080755	0	0.0229574	0	0	0.0231309	0	0	0	0	0	0	0.0274
FBtr0343716	0	3.90344e-06	0	0	4.81258e-06	0	0	0	0	0	0	4.65881e-06
FBtr0343717	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080756	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080757	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080758	0	0.0373673	0	0	0	0	0	0	0	0.0345693	0	0
FBtr0080759	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080760	7.54034	8.13883	7.18568	6.77063	8.51448	8.20993	8.44696	7.31388	7.46252	7.00636	8.88427	7.82172
FBtr0080761	11.9593	10.786	9.28009	8.34641	12.0377	7.27697	11.5345	12.5018	9.91913	8.66311	9.46537	9.73582
FBtr0305560	3.03262	1.34097	1.45831	1.31811	1.21083	0.859682	1.31949	0.658176	0.988044	1.38533	1.14227	0.885855
FBtr0331280	0.939326	0.631015	0.449565	0.245793	0.751416	0.737909	0.0457508	0.417482	0.484676	0.424597	0.350928	0.684657
FBtr0331281	1.20736e-05	9.67248e-06	8.31819e-06	0.512185	1.01678e-05	1.16145e-05	0.268669	9.83339e-06	9.25103e-06	9.68885e-06	1.18228e-05	1.13371e-05
FBtr0080763	14.7442	22.3666	21.1224	15.0442	30.0412	14.9689	12.1983	17.5707	20.8605	18.1441	14.0731	19.8716
FBtr0080764	0.00159212	2.00175	2.63622	1.05806	3.63122	1.9303	0.622457	3.17774	2.40508	0.638677	0.279068	3.80398
FBtr0331282	4.87935	3.4704	3.04683	3.74295	2.68444	3.10804	4.58046	3.25989	2.83761	3.98002	4.44357	2.17989
FBtr0080765	8.64755	3.96627	8.40363	3.54955	3.40811	6.34048	5.34767	3.1982	7.10836	5.78892	3.71912	5.52712
FBtr0080767	1.1067	0.00288811	0.000384897	0.00242857	0.176659	0.0194524	0.000637988	0.00291861	0.465456	0.000344979	0.00028432	0
FBtr0080768	4.84019	8.52198	7.9988	15.2866	5.64299	5.26642	5.19621	10.7948	10.9894	10.5698	10.2731	5.14086
FBtr0080769	2.09704	2.68351	0	2.21616	4.81517	5.14975	3.81451	1.22558	1.73939	2.96057	5.41562	5.95209
FBtr0343721	0.387931	1.63473	2.07835	1.49417	0.186069	0.460361	1.02191	1.2714	0.842266	1.0483	0.900924	0.467192
FBtr0080771	105.301	81.328	92.3401	93.4801	98.9321	101.727	121.911	80.5334	93.9855	90.1971	84.1744	91.9915
FBtr0343722	4.82695	3.62279	3.06896	3.94522	4.43597	3.44537	5.4806	2.13578	4.24695	2.97614	5.11066	3.03579
FBtr0344773	1.33784	1.11447	1.66533	0.730921	0.90121	0.772096	1.34797	1.90965	1.54004	1.23698	1.14329	0.134393
FBtr0344774	0.0701275	0	0.111003	0.0429091	0.90121	0.112165	0.314876	0.229069	0.292479	0.298239	0.268961	0.134393
FBtr0344775	0	0	0.0640881	0.0747229	0	0	0	0	0	0	0	0
FBtr0344776	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344777	3.97707	0.00111255	3.72144	4.29689	16.6896	6.22744	11.8302	4.8116	7.00043	8.28096	13.9398	15.5661
FBtr0344778	34.4158	25.3986	27.0223	34.2204	16.6896	25.5601	34.303	22.7312	23.623	23.4624	40.208	15.5661
FBtr0344779	0	0	2.32425	0.0557493	2.385	0.468865	0	7.90167	7.51005	1.49101	0	4.49227
FBtr0344780	3.18164	21.0653	8.61869	1.32052	2.385	4.0367	0.95974	7.90167	7.51005	7.29322	0	4.49227
FBtr0080781	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080782	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080783	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343718	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080784	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080785	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343719	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080786	0	0	0	0.00840487	0	0.00965735	0	0	0	0	0	0
FBtr0080787	0	0	0	0	0	0.0455788	0	0	0	0	0	0.0465185
FBtr0331276	0	0	0	0	0	0.000322328	0	0	0	0	0	0.000328974
FBtr0080788	0.0285861	0	0.0228025	0	0	0	0	0.0272254	0.0221251	0	0	0
FBtr0331277	4.59173e-05	0	3.66273e-05	0	0	0	0	4.37317e-05	3.55391e-05	0	0	0
FBtr0080790	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305562	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080792	0.255133	0	0	0	0	0	0	0	0.296183	0	0	0
FBtr0300612	0	0	0	0	0	0	0	0.0189329	0	0	0	0
FBtr0300613	0.0479015	0.0438647	0.0382042	0.0446427	0.17681	0	0.0958988	0	0	0.040606	0.161008	0.104719
FBtr0300064	0	0	0	0.00040245	0	0	0	0	0	0	0	0
FBtr0300065	0	0.000175427	0	0.044777	0.00276686	0.000459868	0	0	0.00238615	0	0.000312044	0
FBtr0300614	0.0971757	0.133498	0.0387671	0	0.176723	0.260068	0.0486509	0.0462769	0.223436	0.0823638	0.163238	0.0531117
FBtr0080800	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343725	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305563	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080801	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343726	0	0	0	0	0	4.73277e-05	0	0	0	0	0	4.69038e-05
FBtr0343727	5.35211	4.60438	4.82612	6.31318	5.07971	4.78608	5.8946	4.70949	6.11456	5.18705	7.96783	4.74484
FBtr0346121	0	0.139709	0	0.0911296	0.216939	0	0	0	0.181753	0	0	0
FBtr0080805	0	3.32537e-06	0	0	0	0.0198814	0.0371691	1.06416e-06	0.0287311	0.01573	0	0
FBtr0080806	2.79314	2.30504	2.20215	1.38586	2.69393	2.29991	2.85638	2.21402	2.26141	2.35052	2.3746	2.98914
FBtr0343728	0.00057299	6.57462e-05	0.4011	0.985873	0.356188	0.727017	0.000304933	0.609624	0.49334	0.000508211	0.00156937	0.000315841
FBtr0080807	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305220	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080808	7.6428	6.92117	7.08647	5.7868	2.15437	6.11174	7.56501	6.94765	1.60816	6.5137	5.34764	6.92821
FBtr0300615	0.0196996	0.0183483	0.0155119	0.0175384	5.46276	0.021193	0.0197778	0.0184043	4.57685	0.0175878	0.0199815	0.0213883
FBtr0080809	0	0	0	0.0413701	0	0	0.0443495	0	0	0	0	0
FBtr0346572	0	0	0	0.000215962	0	0	0.000307851	0	0	0	0	0
FBtr0080810	0.0435018	0	0.0694009	0	0.0803063	0	0	0	0	0	0	0
FBtr0080811	0.741763	0.572209	0.508645	0.582361	0.372362	0.515797	0.599356	0.818003	0.846058	0.49633	0.641766	0.526432
FBtr0306681	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080814	0	0	0.0469184	0	0	0	0	0	0	0	0	0
FBtr0080815	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080816	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080821	0	0.0321689	0	0.0327396	0.0324135	0.0376184	0	0	0.0543593	0	0	0.038394
FBtr0080824	28.4251	33.4769	20.6444	22.0938	21.6842	42.0823	28.2743	33.3767	18.9766	24.5812	0.000654963	35.1644
FBtr0331442	2.06459	0	0	0	0	0	0	0	0	0	0.775366	0
FBtr0331443	11.7248	5.49787	15.7922	18.63	15.3836	14.5024	14.3927	6.77244	16.18	21	50.649	10.7732
FBtr0080825	1.60071	3.09561	1.70247	2.10035	2.57193	2.66738	2.78986	1.63745	1.92721	1.90941	3.12306	2.07419
FBtr0080826	23.504	22.5584	18.8978	16.7288	20.6165	19.2968	22.1529	23.9651	20.0361	18.2377	17.2569	21.0996
FBtr0080827	0	0.103238	0.179795	0.10507	0.104023	0.241454	0.112838	0.107334	0.174453	0	0	0.123216
FBtr0080828	0.0324165	0.0296954	0	0	0	0	0.0973707	0.0308736	0	0	0	0
FBtr0343812	0	0	0.0322563	0.056553	0	0.0216601	0	0	0	0	0	0
FBtr0080829	1.93812	1.29458	0.837264	1.61871	0.629023	0.746533	2.02138	0.730518	0.71878	1.09511	1.6292	0.970513
FBtr0337079	0	0	0.000174256	0	0.0473078	0.721129	0	0.000158986	0	0	0	0.000789547
FBtr0080830	0.405926	0.0697222	0.323799	0.189224	0.210757	0.271778	0.43183	0.144977	0.215998	0.193525	0.426532	0.748929
FBtr0080831	8.7852	13.4895	5.87128	5.08811	9.14282	5.11199	0.0164594	9.91383	8.54643	4.1545	2.83465	7.87548
FBtr0080832	11.646	2.50175	8.75449	9.0288	8.81409	12.046	17.362	5.76153	6.46272	11.7495	14.9412	9.02754
FBtr0080833	0.262182	0.320295	0.325321	0.19012	0.242006	0.280857	0.233344	0.194232	0.360751	0.222218	0.261198	0.254796
FBtr0080834	14.862	12.5586	13.8874	15.9485	19.4851	17.4153	13.119	16.1189	14.0382	15.0128	15.2977	23.0139
FBtr0080835	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0337080	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080836	5.71356	8.22994	6.78924	7.27385	6.5831	5.19195	6.50968	7.73084	6.06907	6.04484	8.21458	6.28988
FBtr0080837	27.5451	33.7999	29.7882	21.5403	34.1938	34.962	23.7346	36.646	27.119	30.2225	19.624	39.8371
FBtr0345544	0.00757587	0.00043134	0.000491953	6.74127	3.04538	0.000554314	2.12054	0.000444684	2.76931	0.00184038	3.6114	1.78814
FBtr0080838	0.802141	0.160975	0.033564	0.13395	0.0334564	0.0753438	0.162405	0.1912	0.0612589	0.0633779	0.0452708	0.0417746
FBtr0080839	4.07337	7.29359	8.56907	4.97995	3.86181	4.57758	5.26036	8.22353	6.70985	6.00929	4.15256	5.84175
FBtr0321313	8.27054	4.96003	5.21494	7.37874	8.22732	8.43965	6.35086	4.31035	6.60303	6.06871	9.51617	7.27928
FBtr0307508	0.350973	0.643024	0.792239	0.61266	0.330849	0.447972	0.381314	0.704096	0.705125	0.518988	0.359897	0.29392
FBtr0080843	17.9243	14.3525	16.2008	15.0279	19.1631	14.7118	17.0427	14.9833	13.2742	12.7327	14.5977	10.856
FBtr0080844	0	0	0	0	0.326837	0	0.281083	0	0	0.262676	0	0
FBtr0080845	15.0154	10.9272	12.1956	14.2344	10.4724	12.8864	14.3766	12.91	10.9609	10.5862	13.1828	10.3436
FBtr0080846	26.3148	23.9094	23.7836	18.7384	26.7299	23.5548	25.7037	26.4512	25.1685	18.9564	21.405	23.8195
FBtr0080847	0.381435	0.575662	0.520837	0.243827	0.111995	0.389626	0.780808	0.546554	0.413647	0.588591	0.418434	0.627546
FBtr0337081	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080848	50.2898	46.5719	52.5427	48.616	56.4648	51.7296	63.0998	39.9208	50.3679	48.5039	47.1124	36.0425
FBtr0080849	23.3687	14.527	10.6167	8.88252	4.85581	4.27385	7.67237	14.8397	13.0355	7.48122	6.99318	7.61398
FBtr0337082	6.22267	8.62407	8.077	9.39102	9.50089	8.00372	6.27621	8.73522	11.8587	12.3352	12.9597	9.90332
FBtr0080850	31.9956	29.9313	24.1244	21.0285	27.1325	26.9477	28.0733	28.5884	21.8763	20.9374	23.3795	29.4192
FBtr0080851	16.876	15.1081	12.2378	17.2832	11.7417	12.463	14.5927	13.6375	13.5565	15.116	16.4789	12.9297
FBtr0080852	11.0503	12.8864	12.7876	12.4326	12.4406	13.3865	12.9943	12.5306	12.8498	13.7081	14.8064	14.5799
FBtr0080853	0	0.245159	0	0.249506	0.164491	0	0.178496	0.34006	0.691428	0.0753143	0	0.0971773
FBtr0305564	0	0.000470763	0	0.000480967	0.000499263	0	0.000478051	0.000448204	0.000389554	0.000427331	0	0.000528856
FBtr0080854	2.1833	23.7568	12.3431	2.51903	12.5897	5.3419	3.25735	19.3735	17.0375	10.6791	4.04699	16.1104
FBtr0343814	33.2658	16.5486	25.2057	31.57	21.9519	29.5577	34.5374	20.4979	24.4453	26.5955	46.1841	20.71
FBtr0080855	0.749847	0	0.601232	1.0534	0.34806	0.403722	0	0.359037	0.583386	0.639011	0.422858	0
FBtr0331444	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331445	0.378664	1.62096	0.953373	0.763588	1.78225	0.914926	1.69464	1.66813	1.18307	0.751986	1.38782	1.48603
FBtr0331446	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080856	57.9009	58.2453	59.202	59.8862	50.8473	54.5244	58.3149	59.0844	58.6502	66.6116	61.4031	52.3478
FBtr0332357	17.2231	12.8634	25.9687	34.6408	13.7712	13.5387	15.4174	8.97086	22.4755	26.7857	31.1794	9.56123
FBtr0332358	170.525	403.807	284.805	319.881	273.921	121.723	202.4	413.047	354.367	261.364	282.252	169.87
FBtr0080860	247.659	179.239	204.828	227.055	135.093	240.131	252.594	179.905	204.306	200.499	192.591	235.891
FBtr0080861	231.917	233.313	204.764	170.876	136.39	149.771	196.537	211.098	186.866	181.537	121.444	159.076
FBtr0308080	0	0.00690007	0.0245129	0	23.9572	25.9999	0	0.00598701	0	0.0707378	0	36.4229
FBtr0305984	2.87397	1.97769	1.04008	0.490452	1.08687	2.73686	4.39056	1.49482	1.47468	0.552581	1.78244	1.59701
FBtr0080862	0.260612	0.837283	0.178352	0	0.962916	0.981699	0.13459	0.512621	0.885971	0.524036	0.325729	0.138755
FBtr0080863	1.9104	1.66298	1.98403	1.70864	1.68711	2.39892	1.85775	1.51586	1.71295	2.1694	2.29021	1.31832
FBtr0080864	150.703	180.406	166.419	146.463	150.596	138.205	134.177	168.486	159.417	144.456	111.849	164.477
FBtr0342945	0.239881	0.0734696	0.255235	0.520447	0.221737	0.0858395	0.0802386	0.314801	0.677504	0.271265	0	0.467676
FBtr0080865	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080866	0	6.89964	0.00221274	0	0	0	0	3.48593	0	0	0	0
FBtr0080867	1.96524	3.40596	3.25025	2.15605	2.12434	2.59909	2.37086	2.52	2.6968	2.87998	2.79984	2.37608
FBtr0333486	1.18869	0.285092	0.484733	0.287195	0	0	0.969708	2.07032	0.783315	0	0.437033	0
FBtr0333487	38.5456	30.7514	30.8961	33.0358	30.1435	28.3411	36.4519	32.5293	32.6674	28.7594	29.6753	27.9868
FBtr0333488	0.564164	0.000882927	0	0	1.38958	0	0	0.145602	0.0307271	0.316776	0	0
FBtr0080868	0	0	0.270872	0	0	0	0.169998	0	0	0.143904	0	0
FBtr0080870	0.0402534	0.184372	0.321092	0.300228	0.148619	0.172484	0.201515	0.268361	0.0934659	0.170585	0.0451165	0.30807
FBtr0080871	0.254341	0.155327	0.219789	0.276645	0.371707	0.27246	0.127328	0.222048	0.262473	0.323351	0.142534	0.718367
FBtr0080872	0	0	0	0	0	0	0	0	0	0.116625	0	0
FBtr0335499	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080873	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0080874	0.0442818	0.741512	0.262428	0.0551044	0.297028	0.274646	0.0855026	1.3009	0.441005	0.228799	0.127324	0.270505
FBtr0301144	1.32361	0.792918	0.540274	0.25632	0.41636	0.680724	0.482711	1.34893	0.833505	0.613925	0.45051	0.761614
FBtr0337091	8.9621	8.99628	12.6142	13.8575	9.62763	9.37183	8.68282	9.33222	13.6788	14.8003	12.3941	9.30225
FBtr0080880	8.16049	8.40912	6.23752	12.3616	6.59021	7.64801	7.49045	11.6579	11.3161	9.79994	10.6709	9.29286
FBtr0340234	36.4518	36.9154	38.9699	27.1228	29.3378	27.7358	31.8938	23.6181	32.6805	27.7493	28.9624	24.6849
FBtr0080883	16.7203	20.0492	15.9427	14.6539	14.7091	11.5341	15.0847	20.2303	19.1707	11.9687	5.3026	12.179
FBtr0335138	3.08273	3.60165	4.11168	3.07183	6.46005	3.91451	6.16781	3.7458	3.04236	3.34352	4.95048	5.1426
FBtr0290062	2.14887	1.68142	1.92845	3.0886	1.94214	2.39787	3.048	1.87609	1.87108	2.23871	3.71319	1.22372
FBtr0080891	29.7346	39.4056	39.4675	33.0766	50.6946	43.9019	30.9095	37.3222	35.2851	40.4647	29.7059	50.04
FBtr0080892	0.304002	0.208863	0.30312	0.283424	0.327368	0.434212	0.355108	0.096511	0.196077	0.322073	0.397518	0.276978
FBtr0080893	19.4117	23.0372	22.7211	18.5737	21.0103	16.8551	20.3653	23.9104	20.2775	18.8064	11.7549	18.2004
FBtr0113041	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0329944	1.04262	2.28283	0	0	0	0	1.16794	0.768051	0	1.07074	0	0.000746124
FBtr0343767	16.356	15.5129	15.6211	16.9072	13.2274	15.7854	16.6816	16.2898	16.5855	14.8333	22.0896	16.0406
FBtr0308802	0	13.3799	9.78305	0.370437	8.03467	12.5135	0	19.7474	14.9911	13.9326	0	21.7335
FBtr0308803	40.8185	37.5442	42.131	48.8131	37.7768	37.8463	44.5975	36.9546	44.6398	37.8626	49.9955	37.7661
FBtr0080894	25.1044	23.6541	23.0004	28.9888	24.3488	34.3877	23.5381	25.2757	22.0117	26.8702	29.4295	26.2133
FBtr0343768	0	0	0	0	0.248937	0.270554	0.494887	0	0	0	0.853415	0.505029
FBtr0080908	41.9667	37.0294	40.6454	45.9185	39.0573	35.948	33.7715	35.4809	40.0798	40.7775	33.0133	38.337
FBtr0331619	1.09675	0.723625	0	1.33595	1.44004	0.981806	1.45162	1.89059	0	0.852826	0.89133	0.149227
FBtr0080909	0.258465	0.135287	0.058894	3.27441e-06	4.48652e-06	0.316437	0.147867	0.0351473	0.25721	4.71033e-06	0.359767	0.185961
FBtr0331620	2.228e-05	2.00813e-05	1.59891e-05	0.274555	0.0906037	2.27593e-05	2.19485e-05	1.96928e-05	1.63952e-05	0.277327	0.0112797	0.0498696
FBtr0080910	0	0.0337559	0	0.0343548	0	0.0394742	0	0	0	0.0936948	0.041301	0.0402881
FBtr0080911	9.63626	8.36709	5.01002	8.5772	7.65166	5.11823	9.47779	8.66633	8.99653	6.19537	10.1435	7.60928
FBtr0080912	2.62734	1.48864	2.42642	1.05458	0.451401	2.63725	2.54736	0.654774	1.20582	1.57894	2.20088	0.525546
FBtr0344850	3.59055	1.77007	7.67592	7.80762	8.78784	10.8643	2.99642	2.27998	3.72646	6.2073	3.97386	7.4471
FBtr0080915	17.0057	9.61229	7.61229	3.7905	3.82537	5.78377	16.045	6.60216	7.03404	6.00411	7.33222	13.0156
FBtr0080916	41.0242	50.9532	40.7557	35.6832	26.584	43.9786	36.1207	52.0199	36.3372	30.2084	21.0429	54.1851
FBtr0080917	1.35727	0.625043	0.717601	0.490511	0.162351	0.784944	1.75163	0.971838	0.522171	0.434749	1.08249	0.564492
FBtr0347182	2.68949	3.43745	2.1375	1.16474	1.64438	2.68929	3.3447	4.93551	5.25254	1.51961	1.00533	2.53889
FBtr0080919	8.65064	10.126	8.27303	3.44189	7.82659	2.36374	1.48194	5.94305	5.54402	5.24284	1.82603	4.14204
FBtr0331622	5.47921	4.68133	5.56643	8.58732	7.39234	9.48438	10.2354	4.67123	7.98256	7.91464	11.6144	8.91245
FBtr0331623	1.07123	1.34627	1.57167	1.10076	0.698	2.59535	1.76701	4.63433	0.992783	0.819033	0.488856	1.98069
FBtr0080923	0.0622499	0.114049	0	0.174109	0	0.133369	0	0.118574	0.0963605	0.10552	0	0.204179
FBtr0113414	2.07511e-05	1.8625e-05	1.72782e-05	1.9687e-05	2.35495e-05	2.33961e-05	1.94043e-05	1.91482e-05	1.8235e-05	1.94706e-05	0.381428	2.3653e-05
FBtr0344852	0.530835	0.486276	0.338744	0.445409	0.440968	0.56865	0.584644	0.050537	0.451941	0.539895	0.214202	0.348214
FBtr0080925	1.61836	1.38027	1.33544	1.50881	1.28774	1.01628	1.67623	1.00983	0.647885	0.804068	0.75057	0.976217
FBtr0080926	3.53896	0.000716685	0	2.93669	0.0039246	6.09203	1.88954	3.94673	0.00166846	3.63534	2.68801	0.00231796
FBtr0080927	8.73402	11.3674	10.1697	8.66846	8.75109	2.59774	9.39127	7.87561	5.25747	4.33326	5.89064	9.80773
FBtr0345747	4.22255	6.3213	5.10779	3.14929	7.34692	5.5258	5.29121	5.01879	6.55482	3.94897	5.7756	6.13256
FBtr0332333	0.746776	0.587769	0.568989	0.505531	0.795294	0.927159	1.35225	0.513333	0.578394	0.270397	0.360636	0
FBtr0332334	0	0.0358536	0.0920639	0	0	0	0	0.00017473	0	0.000402785	0	0
FBtr0080928	30.4426	24.149	21.3321	19.2003	11.5762	21.2455	29.1456	25.5476	22.7829	17.109	13.8434	23.2302
FBtr0080929	0.706605	0.388375	0.620009	0.326364	0.717434	0.0772529	0.424473	0.336486	0.765658	0.538998	0.593957	0.540784
FBtr0331624	0	0	0	0.299432	0	0.339519	0	0	0	0	0	0
FBtr0080930	12.142	10.3024	11.5401	14.5957	12.2724	11.3835	9.63942	10.219	12.2903	12.7871	13.2807	12.0324
FBtr0080931	0	0	0	0	0.00080892	0	0	0	0	0	0.000770311	0
FBtr0331625	0.712497	0.343204	0.149173	0.209337	0.172411	0.320914	0.713363	0.429002	0.260921	0.126651	0.125429	0.327563
FBtr0080933	0	0.0709205	0.0973085	0.227457	0.112591	0.261341	0.162842	0	0.0944182	0.137855	0.136718	0.17782
FBtr0343769	0.307214	0.115282	0	0	0	0	0	0.0877859	0	0	0	0
FBtr0080935	2.08183	2.88279	2.52957	1.6588	2.72596	2.16531	2.26618	3.0548	1.95791	1.86705	1.85853	2.52755
FBtr0080936	41.9867	38.3209	43.24	35.2698	36.9629	38.5986	56.6575	39.2854	37.1294	38.0544	47.4593	40.6084
FBtr0335142	11.8307	1.37361	0	8.21452	3.00182	2.29623	1.78401	0	1.40593	0	0	0
FBtr0080937	29.8141	20.1549	19.5855	22.8908	24.2815	42.1855	26.8179	28.8507	19.0034	22.7018	31.4507	39.2206
FBtr0080940	108.097	182.067	168.062	133.424	149.417	123.853	122.026	173.118	195.744	135.415	84.3629	173.804
FBtr0080941	25.6649	15.9589	17.5111	19.7589	16.4476	25.76	21.1262	15.6312	16.5629	14.6907	19.4504	15.616
FBtr0080942	0.943183	0.432859	0	0.938912	0.888004	0.538992	0.478174	0	0	0	0	0.560148
FBtr0335143	9.33633	2.21389	2.7817	10.8585	3.33185	4.22725	8.01673	3.00888	3.38768	5.53433	23.0602	1.32393
FBtr0303445	139.769	106.609	108.667	104.692	97.9795	105.35	151.788	100.522	109.279	88.8913	122.536	101.104
FBtr0080944	0	0.250225	0	0	0	0	0	0	0	0	0	0
FBtr0344410	0	0	0	0	0.0661641	0	0.0717213	0	0	0	0	0
FBtr0080945	0	0	0	0	0	0	0	0	0	0.0217664	0	0
