#GOIgroup	motifID	motifSymbol	N	K	n	k	BG	pval	rank	qval	youngMedianExpression	enrichmentScore	youngExpr	oldExpr
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0000462_2	dl_FlyReg	15016	9983	25	0	0.664824187533	NO_TEST	NO_TEST	NO_TEST	11.8663	2.85039425538	11.8663	19.15465
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0004396	CrebA_SANGER_5	15016	6502	25	11	0.433004794885	0.38965627231616656	80	0.4075534163469967	11.0637	2.85039425538	11.0637	12.82585
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0003053_3	peb-F5-7_SOLEXA	15016	8512	25	0	0.566862013852	NO_TEST	NO_TEST	NO_TEST	5.843685	2.85039425538	5.843685	5.76079
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0004837	SuH_FlyReg	15016	8717	25	0	0.580514118274	NO_TEST	NO_TEST	NO_TEST	8.39558	2.85039425538	8.39558	9.615365
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0036126	Crc_CG6272_SANGER_5	15016	5402	25	7	0.359749600426	0.7288243614897736	NO_TEST	NO_TEST	35.9973	2.85039425538	35.9973	86.83805
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0003567	suHw_FlyReg	15016	10190	25	0	0.678609483218	NO_TEST	NO_TEST	NO_TEST	6.845275	2.85039425538	6.845275	8.226325
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0015664	Dref_FlyReg	15016	8640	25	0	0.575386254662	NO_TEST	NO_TEST	NO_TEST	7.007765	2.85039425538	7.007765	8.61741
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0035144	CG17181_SANGER_5	15016	8438	25	0	0.561933937134	NO_TEST	NO_TEST	NO_TEST	4.24895	2.85039425538	4.24895	7.72111
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0015014_4	tgo_cyc_SANGER_5	15016	5199	25	6	0.346230687267	0.8166084783458193	NO_TEST	NO_TEST	6.57554	2.85039425538	6.57554	6.669515
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0015014_6	tgo_sima_SANGER_5	15016	6083	25	6	0.40510122536	0.9334669147864544	NO_TEST	NO_TEST	6.57554	2.85039425538	6.57554	6.669515
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0015014_7	tgo_tai_SANGER_5	15016	6724	25	10	0.44778902504	0.6072511533307692	NO_TEST	NO_TEST	6.57554	2.85039425538	6.57554	6.669515
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	MA0022.1	dl	15016	8906	25	0	0.593100692595	NO_TEST	NO_TEST	NO_TEST	11.8663	2.85039425538	11.8663	19.15465
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0000504	dsx-F_FlyReg	15016	6986	25	12	0.465237080448	0.36248258186164917	71	0.4075534163469967	18.1776	2.85039425538	18.1776	19.4896
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0052830_2	CG32830_SOLEXA_5	15016	5932	25	13	0.395045285029	0.07036880167563068	20	0.2910159306405433	13.3105	2.85039425538	13.3105	14.63445
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0000462	dl_NBT	15016	7234	25	12	0.481752797017	0.4268048695602642	NO_TEST	NO_TEST	11.8663	2.85039425538	11.8663	19.15465
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0004102_2	Oc_SOLEXA	15016	5176	25	10	0.344698987746	0.21175442844872233	48	0.3793708131452513	13.95305	2.85039425538	13.95305	17.28185
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0030532	CG11071_SANGER_5	15016	5846	25	9	0.389318060735	0.5318952891732969	NO_TEST	NO_TEST	88.5246	2.85039425538	88.5246	86.4425
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0003507_2	srp_SANGER_5	15016	5506	25	8	0.366675546084	0.6020506941524697	NO_TEST	NO_TEST	7.474715	2.85039425538	7.474715	10.5374
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	MA0237.2	pan	15016	9738	25	0	0.648508257858	NO_TEST	NO_TEST	NO_TEST	194.9415	2.85039425538	194.9415	142.584
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	MA0026.1	Eip74EF	15016	5798	25	7	0.386121470432	0.8108292947478056	NO_TEST	NO_TEST	9.362435	2.85039425538	9.362435	8.72715
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0039905	CG2052_SANGER_2.5	15016	11583	25	0	0.771377197656	NO_TEST	NO_TEST	NO_TEST	18.78805	2.85039425538	18.78805	17.2718
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0000210	br-Z1_FlyReg	15016	7982	25	0	0.531566329249	NO_TEST	NO_TEST	NO_TEST	14.4025	2.85039425538	14.4025	10.54955
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0038787_2	CG4360-F1-3_SOLEXA	15016	7827	25	0	0.521244006393	NO_TEST	NO_TEST	NO_TEST	8.787295	2.85039425538	8.787295	10.79195
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0035481	CG12605_SANGER_10	15016	8256	25	0	0.549813532232	NO_TEST	NO_TEST	NO_TEST	83.94435	2.85039425538	83.94435	61.45405
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0000054_2	Adf1_SANGER_5	15016	10909	25	0	0.726491742142	NO_TEST	NO_TEST	NO_TEST	32.45955	2.85039425538	32.45955	33.25305
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0002723	Met_Clk_SANGER_5	15016	5059	25	8	0.336907298881	0.4776782032601848	NO_TEST	NO_TEST	10.42725	2.85039425538	10.42725	10.5019
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0037206	CG12768_SANGER_5	15016	7899	25	0	0.526038891849	NO_TEST	NO_TEST	NO_TEST	6.183075	2.85039425538	6.183075	7.771485
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	MA0533.1	su(Hw)	15016	9800	25	0	0.652637187001	NO_TEST	NO_TEST	NO_TEST	6.845275	2.85039425538	6.845275	8.226325
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0005630_19	lola-PD_SOLEXA	15016	8540	25	0	0.568726691529	NO_TEST	NO_TEST	NO_TEST	214.2865	2.85039425538	214.2865	240.502
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0005630_18	lola-PC_SOLEXA	15016	10494	25	0	0.698854555141	NO_TEST	NO_TEST	NO_TEST	214.2865	2.85039425538	214.2865	240.502
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0005630_15	lola-PL_SANGER_2.5	15016	10544	25	0	0.702184336708	NO_TEST	NO_TEST	NO_TEST	214.2865	2.85039425538	214.2865	240.502
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0005630_14	lola-PF_SANGER_5	15016	7600	25	0	0.506126798082	NO_TEST	NO_TEST	NO_TEST	214.2865	2.85039425538	214.2865	240.502
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0005630_17	lola-PA_SOLEXA	15016	6949	25	8	0.462773042088	0.8919277343996073	NO_TEST	NO_TEST	214.2865	2.85039425538	214.2865	240.502
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0005630_16	lola-PA_SANGER_5	15016	5505	25	3	0.366608950453	0.9938455567011165	NO_TEST	NO_TEST	214.2865	2.85039425538	214.2865	240.502
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0005630_11	lola_PK_SANGER_5	15016	4340	25	4	0.289025039957	0.889251679383538	NO_TEST	NO_TEST	214.2865	2.85039425538	214.2865	240.502
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0259211	grh_FlyReg	15016	8171	25	0	0.54415290357	NO_TEST	NO_TEST	NO_TEST	24.6288	2.85039425538	24.6288	30.0962
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0005630_13	lola-PC_SANGER_5	15016	10060	25	0	0.669952051145	NO_TEST	NO_TEST	NO_TEST	214.2865	2.85039425538	214.2865	240.502
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0005630_20	lola-PF_SOLEXA	15016	8951	25	0	0.596097496004	NO_TEST	NO_TEST	NO_TEST	214.2865	2.85039425538	214.2865	240.502
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	MA0534.1	EcR::usp	15016	8466	25	0	0.563798614811	NO_TEST	NO_TEST	NO_TEST	20.7788	2.85039425538	20.7788	19.36085
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0041092	tai_Clk_SANGER_5	15016	7503	25	13	0.499667021843	0.3436564614670346	69	0.4075534163469967	14.1785	2.85039425538	14.1785	14.85855
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0033288	pdm3_SOLEXA_5	15016	7608	25	0	0.506659563133	NO_TEST	NO_TEST	NO_TEST	11.9522	2.85039425538	11.9522	11.28675
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0025360_2	Optix_SOLEXA	15016	5135	25	9	0.341968566862	0.33764330064718595	66	0.4075534163469967	10.98605	2.85039425538	10.98605	14.15115
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0000210_12	br-PL_SOLEXA	15016	3291	25	7	0.219166222696	0.16294590262078568	42	0.33365113393779927	14.4025	2.85039425538	14.4025	10.54955
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	MA0531.1	CTCF	15016	10484	25	0	0.698188598828	NO_TEST	NO_TEST	NO_TEST	10.9287	2.85039425538	10.9287	12.4746
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0000210_10	br-PA_SOLEXA	15016	7262	25	12	0.483617474694	0.4342168379459114	NO_TEST	NO_TEST	14.4025	2.85039425538	14.4025	10.54955
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0000210_11	br-PE_SOLEXA	15016	4599	25	7	0.306273308471	0.5157158570089833	NO_TEST	NO_TEST	14.4025	2.85039425538	14.4025	10.54955
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0003870_5	ttk-PA_SOLEXA	15016	7192	25	13	0.478955780501	0.27029875135125975	57	0.40559560793527943	36.04375	2.85039425538	36.04375	48.8902
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0003870_4	ttk-PA_SANGER_5	15016	5689	25	10	0.378862546617	0.3310592536176592	65	0.4075534163469967	36.04375	2.85039425538	36.04375	48.8902
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0003870_6	ttk-PF_SOLEXA	15016	8451	25	0	0.562799680341	NO_TEST	NO_TEST	NO_TEST	36.04375	2.85039425538	36.04375	48.8902
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0034945	CG10904_SANGER_5	15016	7143	25	9	0.475692594566	0.831003519114827	NO_TEST	NO_TEST	14.89375	2.85039425538	14.89375	19.61705
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0034946	CG3065_F1-3_SANGER_2.5	15016	11182	25	0	0.744672349494	NO_TEST	NO_TEST	NO_TEST	6.20443	2.85039425538	6.20443	8.688895
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0003870_2	ttk_FlyReg	15016	8893	25	0	0.592234949387	NO_TEST	NO_TEST	NO_TEST	36.04375	2.85039425538	36.04375	48.8902
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0086680_2	vvl_SOLEXA_5	15016	9108	25	0	0.606553010123	NO_TEST	NO_TEST	NO_TEST	22.3631	2.85039425538	22.3631	26.47845
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0042650_2	disco-r-F1-2_SOLEXA	15016	6910	25	13	0.460175812467	0.21117519619606473	47	0.3793708131452513	7.568815	2.85039425538	7.568815	10.31265
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0003396_2	shn-F1-2_SOLEXA	15016	8789	25	0	0.585309003729	NO_TEST	NO_TEST	NO_TEST	10.68725	2.85039425538	10.68725	14.76425
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0043457	CG5180_SANGER_5	15016	6859	25	8	0.456779435269	0.8803508352670811	NO_TEST	NO_TEST	10.67235	2.85039425538	10.67235	10.7453
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	MA0205.2	Trl	15016	7757	25	0	0.5165823122	NO_TEST	NO_TEST	NO_TEST	28.13115	2.85039425538	28.13115	33.2023
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	MA0012.1	br(var.3)	15016	9660	25	0	0.643313798615	NO_TEST	NO_TEST	NO_TEST	14.4025	2.85039425538	14.4025	10.54955
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0004198	Ct_Cell	15016	6034	25	10	0.401838039425	0.4215933925377538	NO_TEST	NO_TEST	30.9745	2.85039425538	30.9745	25.88405
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0003896	Tup_Cell	15016	7273	25	11	0.484350026638	0.5952291068148462	NO_TEST	NO_TEST	7.910355	2.85039425538	7.910355	6.57883
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	MA0016.1	usp	15016	6373	25	10	0.424413958444	0.5136394389412444	NO_TEST	NO_TEST	6.19056	2.85039425538	6.19056	7.38365
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0263112	Mitf_SANGER_5	15016	4573	25	5	0.304541822056	0.8197781527276891	NO_TEST	NO_TEST	49.3224	2.85039425538	49.3224	56.2444
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0032651_2	Oli_da_SANGER_5_2	15016	9197	25	0	0.612480021311	NO_TEST	NO_TEST	NO_TEST	5.73552	2.85039425538	5.73552	4.93224
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0032651_3	Oli_da_SANGER_5_3	15016	7539	25	0	0.502064464571	NO_TEST	NO_TEST	NO_TEST	5.73552	2.85039425538	5.73552	4.93224
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0003345	sd_FlyReg	15016	6584	25	15	0.438465636654	0.033957640382215645	11	0.25745321255589054	25.27735	2.85039425538	25.27735	30.8236
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0001323	knrl_SANGER_5	15016	7918	25	0	0.527304208844	NO_TEST	NO_TEST	NO_TEST	3.611775	2.85039425538	3.611775	6.335935
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0000492	Dr_Cell	15016	7533	25	0	0.501664890783	NO_TEST	NO_TEST	NO_TEST	3.29273	2.85039425538	3.29273	6.54043
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0004880_3	scrt_SOLEXA_2.5_2	15016	8760	25	0	0.583377730421	NO_TEST	NO_TEST	NO_TEST	67.9172	2.85039425538	67.9172	57.5701
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0004880_2	scrt_SOLEXA_2.5_1	15016	9264	25	0	0.616941928609	NO_TEST	NO_TEST	NO_TEST	67.9172	2.85039425538	67.9172	57.5701
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	MA0449.1	h	15016	6143	25	14	0.409096963239	0.04212672335873284	13	0.27868447760392495	27.36745	2.85039425538	27.36745	54.3051
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0035849	ERR_SANGER_5	15016	7268	25	6	0.484017048482	0.9888478111133606	NO_TEST	NO_TEST	7.915235	2.85039425538	7.915235	9.572145
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0005658	Ets65A_SANGER_10	15016	7266	25	11	0.483883857219	0.5934022783306013	NO_TEST	NO_TEST	7.52015	2.85039425538	7.52015	5.61264
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0005659	Ets98B_SANGER_10	15016	7620	25	0	0.507458710709	NO_TEST	NO_TEST	NO_TEST	22.22865	2.85039425538	22.22865	24.4782
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0037207	Mes2_SANGER_5	15016	9608	25	0	0.639850825786	NO_TEST	NO_TEST	NO_TEST	16.46265	2.85039425538	16.46265	22.935
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0033782_2	sug_SOLEXA_5	15016	8303	25	0	0.552943526905	NO_TEST	NO_TEST	NO_TEST	13.7478	2.85039425538	13.7478	18.80225
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0030532_2	CG11071_SOLEXA	15016	5708	25	8	0.380127863612	0.6548422152331796	NO_TEST	NO_TEST	88.5246	2.85039425538	88.5246	86.4425
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0035625	Blimp-1_NAR	15016	10895	25	0	0.725559403303	NO_TEST	NO_TEST	NO_TEST	34.797	2.85039425538	34.797	34.4608
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0040918	Lag1_Cell	15016	7969	25	0	0.530700586042	NO_TEST	NO_TEST	NO_TEST	13.4402	2.85039425538	13.4402	16.94575
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	MA1461.1	sv	15016	6669	25	10	0.444126265317	0.592892376764692	NO_TEST	NO_TEST	15.84955	2.85039425538	15.84955	12.62825
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0011655	Med_FlyReg	15016	11122	25	0	0.740676611614	NO_TEST	NO_TEST	NO_TEST	5.570505	2.85039425538	5.570505	6.478105
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	MA0010.1	br	15016	11197	25	0	0.745671283964	NO_TEST	NO_TEST	NO_TEST	14.4025	2.85039425538	14.4025	10.54955
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0052830	CG32830_SANGER_10	15016	7004	25	10	0.466435801811	0.6775640703262563	NO_TEST	NO_TEST	13.3105	2.85039425538	13.3105	14.63445
DAVID_RLCs_transcriptGroups0.05_Cluster5_CHK_maxBG0.5	FBgn0004618_2	gl_SANGER_5	15016	6608	25	11	0.440063931806	0.41756158777455615	NO_TEST	NO_TEST	13.2917	2.85039425538	13.2917	15.8408
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	MA1459.1	M1BP	15016	9532	316	0	0.634789557805	NO_TEST	NO_TEST	NO_TEST	9.016085	3.93876604365	9.016085	11.34435
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0014018	Rel_SANGER_5	15016	8140	316	0	0.542088438998	NO_TEST	NO_TEST	NO_TEST	22.72215	3.93876604365	22.72215	46.08365
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0035481_2	CG12605_SOLEXA_5	15016	9323	316	0	0.620871070858	NO_TEST	NO_TEST	NO_TEST	83.94435	3.93876604365	83.94435	61.45405
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0005630_9	lola-PT_SANGER_5	15016	5236	316	115	0.348694725626	0.2620083059888971	134	0.35390674167157	214.2865	3.93876604365	214.2865	240.502
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0005630_8	lola-PW_SANGER_5	15016	8586	316	0	0.57179009057	NO_TEST	NO_TEST	NO_TEST	214.2865	3.93876604365	214.2865	240.502
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0005630_5	lola-PD_SANGER_5	15016	8983	316	0	0.598228556207	NO_TEST	NO_TEST	NO_TEST	214.2865	3.93876604365	214.2865	240.502
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0005630_4	lola-PY_SANGER_2.5	15016	5470	316	116	0.364278103356	0.4329185541300952	174	0.44899438900672817	214.2865	3.93876604365	214.2865	240.502
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0005630_7	lola-PQ_SANGER_5	15016	10087	316	0	0.671750133191	NO_TEST	NO_TEST	NO_TEST	214.2865	3.93876604365	214.2865	240.502
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0005630_6	lola-PO_SANGER_5	15016	10697	316	0	0.7123734683	NO_TEST	NO_TEST	NO_TEST	214.2865	3.93876604365	214.2865	240.502
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0005630_3	lola-PU_SANGER_5	15016	8067	316	0	0.537226957912	NO_TEST	NO_TEST	NO_TEST	214.2865	3.93876604365	214.2865	240.502
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0005630_2	lola_SOLEXA_5	15016	7894	316	0	0.525705913692	NO_TEST	NO_TEST	NO_TEST	214.2865	3.93876604365	214.2865	240.502
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0003396	shn-F1-2_SANGER_5	15016	8062	316	0	0.536893979755	NO_TEST	NO_TEST	NO_TEST	10.68725	3.93876604365	10.68725	14.76425
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0004795	retn_SANGER_5	15016	5962	316	125	0.397043153969	0.4968811852321089	NO_TEST	NO_TEST	9.63727	3.93876604365	9.63727	9.07666
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0259938	cwo_SANGER_5	15016	5559	316	143	0.370205114544	0.0010094301241003432	4	0.03546419729917602	12.1817	3.93876604365	12.1817	17.08465
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0017578	dm_Max_SANGER_10	15016	6189	316	149	0.41216036228	0.01341520427512149	25	0.09712607895187958	15.4343	3.93876604365	15.4343	15.05585
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0035407	CG14962_SANGER_5	15016	8606	316	0	0.573122003197	NO_TEST	NO_TEST	NO_TEST	13.37265	3.93876604365	13.37265	14.5415
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0035405	pfk_SANGER_5	15016	9018	316	0	0.600559403303	NO_TEST	NO_TEST	NO_TEST	4.05678	3.93876604365	4.05678	5.70541
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0004893	bowl_SANGER_5	15016	6958	316	154	0.46337240277	0.1785806458902166	114	0.2835271780183508	6.165725	3.93876604365	6.165725	7.829745
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0040765_2	luna_SOLEXA_5	15016	10858	316	0	0.723095364944	NO_TEST	NO_TEST	NO_TEST	6.232	3.93876604365	6.232	8.730195
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0000459	disco_SANGER_5	15016	6696	316	136	0.445924347363	0.6925512407843775	NO_TEST	NO_TEST	9.973195	3.93876604365	9.973195	9.89573
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	MA0532.1	Stat92E	15016	8573	316	0	0.570924347363	NO_TEST	NO_TEST	NO_TEST	105.625	3.93876604365	105.625	137.584
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	MA0529.2	BEAF-32	15016	7321	316	157	0.487546616942	0.34787975790784864	153	0.40346329085915483	15.27005	3.93876604365	15.27005	20.03675
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0036900	CG8765_SANGER_5	15016	7757	316	0	0.5165823122	NO_TEST	NO_TEST	NO_TEST	6.65179	3.93876604365	6.65179	7.142775
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0000210_8	br-PL_SANGER_5	15016	5635	316	124	0.375266382525	0.24290174820441093	126	0.34893028908728874	14.4025	3.93876604365	14.4025	10.54955
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0001078	ftz-f1_FlyReg	15016	9913	316	0	0.66016249334	NO_TEST	NO_TEST	NO_TEST	20.66265	3.93876604365	20.66265	17.9413
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	MA0530.1	cnc::maf-S	15016	8426	316	0	0.561134789558	NO_TEST	NO_TEST	NO_TEST	86.09565	3.93876604365	86.09565	132.16
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0013948	Eip93F_SANGER_10	15016	10363	316	0	0.690130527437	NO_TEST	NO_TEST	NO_TEST	77.09935	3.93876604365	77.09935	87.4338
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0000210_2	br-Z2_FlyReg	15016	4492	316	91	0.299147575919	0.6440725560633391	NO_TEST	NO_TEST	14.4025	3.93876604365	14.4025	10.54955
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0000210_6	br_SOLEXA_10	15016	5283	316	124	0.351824720298	0.057216631054893295	59	0.17552898679552012	14.4025	3.93876604365	14.4025	10.54955
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0000210_7	br-PE_SANGER_5	15016	4542	316	93	0.302477357485	0.598875134133986	NO_TEST	NO_TEST	14.4025	3.93876604365	14.4025	10.54955
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0002521	pho_FlyReg	15016	9378	316	0	0.624533830581	NO_TEST	NO_TEST	NO_TEST	38.24535	3.93876604365	38.24535	36.19635
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0005612	Sox14_SANGER_10	15016	9008	316	0	0.59989344699	NO_TEST	NO_TEST	NO_TEST	5.179935	3.93876604365	5.179935	7.53377
DAVID_LLCs_transcriptGroups0.05_Cluster1_Membrane_maxBG0.5	FBgn0001185_2	her_SOLEXA_10	15016	7688	316	0	0.511987213639	NO_TEST	NO_TEST	NO_TEST	19.27115	3.93876604365	19.27115	19.92875
